name,artists,release_date,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,score,percentile,already_charted_in_tw
Monsters of Love,['Momus'],1990-08-20,0.711,0.321,0.613,0.371,0.0345,0.0968,261640,0.8050032622822973,99.84521260748163,False
1.30,['Piano Magic'],2002-07-10,0.7609999999999999,0.635,0.862,0.8640000000000001,0.0758,0.0911,93133,0.8049749769593761,99.84507403327166,False
Turquoise,['Ken Nordine'],,0.495,0.177,0.282,0.115,0.417,0.0665,94200,0.8049729377737294,99.84493545906172,False
Hazard Hangar - Hung,['Dan Murdoch'],2019-10-16,0.846,0.63,0.855,0.0429,0.0423,0.0685,129028,0.8049677131242204,99.84479688485176,False
Wolves,['Milo Greene'],2018-09-07,0.597,0.74,0.56,0.0193,0.0296,0.0969999999999999,167920,0.8049648969910471,99.8446583106418,False
The Glory of Love - 1991 Remastered,"['Benny Goodman', 'Helen Ward']",1999-12-30,0.693,0.287,0.872,0.897,0.0536,0.0925,161027,0.80495591486438,99.84451973643186,False
Funk on Out - Instrumental; 2008 Remaster,['Simply Red'],,0.648,0.888,0.933,0.346,0.0555,0.0994,210533,0.8049373827675135,99.8443811622219,False
Shame,"['Evelyn ""Champagne"" King']",1998-11-04,0.8079999999999999,0.802,0.926,0.049,0.0584,0.0823,227533,0.8049274819794721,99.84424258801195,False
Tokyo (Stop Bitin' My Friend's Face),['Dario Russo'],2015-01-03,0.669,0.893,0.967,0.00162,0.0517,0.0774,110053,0.8049050859684352,99.844104013802,False
Treat Me Right,['Stop the Car'],1988-10-31,0.4379999999999999,0.725,0.95,0.0040799999999999,0.0343,0.0927,189187,0.8048985019740699,99.84396543959204,False
Water Music: X. (Allegro),"['George Frideric Handel', 'Edward Carroll', 'Chamber Soloists of Washington']",,0.5529999999999999,0.203,0.342,0.396,0.0409999999999999,0.0964,129267,0.8048568021521434,99.84382686538208,False
Invisible Train to Earth,['Guided By Voices'],,0.32,0.685,0.836,0.00963,0.0585,0.0918,113320,0.804832013395234,99.84368829117213,False
Canción de Amor,['Ñejo'],2019-11-22,0.872,0.6759999999999999,0.838,0.000856,0.236,0.0689,251563,0.8048147320655898,99.84354971696217,False
Hinting at the Truth - Glynn Jaine Remix,"['LorD and Master', 'Glynn Jaine']",2019-05-13,0.6459999999999999,0.773,0.607,0.0645,0.0263,0.0996,207369,0.8047954618088249,99.84341114275223,False
For Absent Friends (Acoustic),['Winston K.'],2014-04-15,0.473,0.248,0.392,0.382,0.0351,0.0972,103642,0.804776537725835,99.84327256854228,False
It's Never Enough,['William Rogue'],2016-08-26,0.74,0.4589999999999999,0.8009999999999999,0.0674,0.165,0.0655,149062,0.8047736231604109,99.8431339943323,False
I Had Sex With My Dog,['ChristianAdamg'],2018-01-28,0.853,0.4970000000000001,0.162,0.0252,0.2019999999999999,0.0789,151171,0.8047452195723466,99.84299542012236,False
Mysterious Place,['Antriksh Bali'],2016-09-15,0.7509999999999999,0.598,0.352,0.0389,0.0451,0.0915,164769,0.8047246545721087,99.84285684591241,False
All That Meat & No Potatoes,['The New Orleans Jazz Vipers'],2015-04-10,0.773,0.308,0.799,0.7140000000000001,0.0847,0.0913,229400,0.8047131341119622,99.84271827170245,False
Beleke,['Fatai Rolling Dollar'],2005-06-20,0.7909999999999999,0.649,0.97,0.00904,0.0479,0.0815,278680,0.8046953101342504,99.8425796974925,False
Money Makin' - 45 King Bonus Beats Remix,"['A-Trak', 'Dillon Francis', '45 King']",2012-08-21,0.8220000000000001,0.933,0.604,0.0377,0.115,0.0913,217414,0.8046941474425172,99.84244112328254,False
9. Sally Goodin’,['Mutt Poston'],2015-02-03,0.573,0.591,0.938,0.349,0.0332,0.0809,69947,0.8046846460905283,99.8423025490726,False
Suspect,['Rat Silo'],2020-05-15,0.606,0.8059999999999999,0.923,0.00603,0.031,0.0845,151057,0.8046841866752823,99.84216397486264,False
Claire,['JP DEN TEX'],2012-04-01,0.564,0.611,0.8029999999999999,0.00179,0.026,0.0925,229573,0.8046651479980668,99.84202540065269,False
Here Comes The Big Parade,"['Harry Connick, Jr.']",1994-06-30,0.757,0.804,0.983,0.0917,0.0406,0.0875,251733,0.8046404030023663,99.84188682644273,False
Most Days,['The Asthmatic'],2020-04-18,0.516,0.588,0.652,0.173,0.081,0.084,62640,0.8046267287590181,99.84174825223278,False
Children Say,['Ladybug Mecca'],2005-06-20,0.77,0.575,0.809,0.105,0.1639999999999999,0.0724,188520,0.8045814954361759,99.84160967802282,False
Put That In,['Cool Nutz'],1998-08-11,0.621,0.486,0.0389,0.917,0.428,0.0954,41080,0.80456771346463,99.84147110381288,False
"Ne me, ne me demande pas",['Nicole Cloutier'],2000-01-01,0.722,0.626,0.969,0.039,0.0364,0.072,143827,0.8045420126519369,99.84133252960291,False
X,['The Beat Club'],2015-04-28,0.7170000000000001,0.8859999999999999,0.9,0.108,0.0412,0.0922,224440,0.8045241838654063,99.84119395539295,False
Developing Vocal Riffs 2 -4,['David Marcelle'],2005-09-16,0.943,0.182,0.491,0.1969999999999999,0.531,0.0377,126307,0.804514538613365,99.84105538118301,False
198,"['Beans', 'Hamid Drake', 'William Parker']",2006-04-04,0.679,0.504,0.6809999999999999,0.0379,0.223,0.0763,219613,0.8044744296683647,99.84091680697306,False
Fake Emotion,"['Modeselektor', 'Paul St. Hillaire']",2005-09-26,0.7559999999999999,0.526,0.8009999999999999,0.088,0.433,0.0569,202120,0.8044528364253605,99.8407782327631,False
Un pie tras otro pie,['Cumbia Latin Band'],2008-09-01,0.877,0.551,0.964,0.0569,0.0334,0.0682,192573,0.8044357967778972,99.84063965855314,False
Sous L'ombre De Ta Jalousie,['Degiheugi'],2017-10-20,0.77,0.809,0.698,0.1639999999999999,0.0577,0.0997,275238,0.8044316792068915,99.84050108434319,False
If You've Got The Money I've Got The Time,['Percy Sledge'],,0.59,0.792,0.964,0.0946,0.0303,0.0833,123827,0.8044277683169125,99.84036251013325,False
"Overture (Suite) in C Major, TWV 55:C5, ""La bouffonne: III. Rigaudon I and II","['Georg Philipp Telemann', 'Collegium Musicum 90', 'Simon Standage']",1993-11-01,0.6679999999999999,0.192,0.8540000000000001,0.851,0.0667,0.0921,191880,0.8044003301935243,99.84022393592329,False
Monstro City,"['Antipop Consortium', 'Matthew Shipp', 'Priest', 'Beans']",2003-02-18,0.6679999999999999,0.4429999999999999,0.519,0.506,0.253,0.0888,185147,0.8043836457170211,99.84008536171332,False
Anorak Christmas (Anoraak's Christmas Remix),"['Sally Shapiro', 'Anoraak']",2013-02-26,0.653,0.872,0.8959999999999999,0.0503,0.0291,0.0915,201231,0.8043728486648211,99.83994678750338,False
Share,['Tamara Silvera'],1998-01-01,0.545,0.5920000000000001,0.741,0.047,0.0318,0.0958,230667,0.8043712435178162,99.83980821329342,False
Feels So Good,['Pokey LaFarge'],2011-07-19,0.785,0.341,0.883,0.858,0.0728,0.0884,175613,0.8043592374879321,99.83966963908347,False
You Done Got Wrong,['The Gories'],,0.532,0.515,0.375,0.00375,0.0593,0.0941,141533,0.8043419383925141,99.83953106487353,False
Allegro Assai: Violin Concerto in E Major,['Georg Philipp Telemann'],,0.6579999999999999,0.297,0.961,0.902,0.0627,0.09,152200,0.8043365381536286,99.83939249066356,False
Polonoise,"['Johann Kropfgans', 'John Schneiderman, Lute (Galanterie)']",2005-01-01,0.517,0.118,0.693,0.979,0.0468,0.0946,67893,0.8043299367550437,99.8392539164536,False
Eye To Eye,['Scorpions'],1999-06-22,0.662,0.6709999999999999,0.8,0.0148,0.0361,0.0972,306467,0.8043219581375567,99.83911534224366,False
Never Listen To Me,['The Thermals'],2010-09-07,0.669,0.693,0.794,0.0114,0.026,0.0946,270413,0.804318524271953,99.83890748092873,False
Never Listen To Me,['The Thermals'],2010-11-02,0.669,0.693,0.794,0.0114,0.026,0.0946,270413,0.804318524271953,99.83890748092873,False
The Yoko Factor,['Buffering the Vampire Slayer'],2019-05-31,0.7020000000000001,0.491,0.5529999999999999,0.345,0.268,0.0824,190165,0.8043174345659575,99.83869961961379,False
Radar,['Terror Danjah'],2009-09-28,0.8390000000000001,0.966,0.391,0.163,0.3670000000000001,0.084,185587,0.8042874251752875,99.83856104540384,False
party dub,['Instrumental'],2004-01-01,0.626,0.532,0.628,0.00128,0.057,0.0942,262520,0.8042825293229134,99.8384224711939,False
Godzilla,['MMEE'],2018-08-14,0.92,0.6759999999999999,0.15,0.00672,0.162,0.0985,303892,0.8042563580399411,99.83828389698394,False
Fix Me Up,['Rush Midnight'],2014-09-30,0.5920000000000001,0.8959999999999999,0.76,0.00784,0.0593,0.0969,206077,0.8042419306824132,99.83800674856403,False
Fix Me Up,['Rush Midnight'],2014-07-08,0.5920000000000001,0.8959999999999999,0.76,0.00784,0.0593,0.0969,206077,0.8042419306824132,99.83800674856403,False
Fix Me Up,['Rush Midnight'],2014-07-29,0.5920000000000001,0.8959999999999999,0.76,0.00784,0.0593,0.0969,206077,0.8042419306824132,99.83800674856403,False
Antarctica,['Black Tie Dynasty'],2006-04-25,0.546,0.882,0.8590000000000001,0.0199,0.0306,0.0985,216600,0.8042305990254398,99.83772960014412,False
Afrika,['Gomba Jahbari'],2003-06-24,0.6970000000000001,0.654,0.799,0.0625,0.0706,0.0957,319147,0.8042171332679438,99.83759102593416,False
Cooling the Medium (Dub Version),['Martha and the Muffins'],2014-09-15,0.7090000000000001,0.769,0.867,0.000645,0.0404,0.0993,348560,0.8041963007544239,99.8374524517242,False
Honey From The Bee,['The Radiators'],2009-05-26,0.606,0.8759999999999999,0.944,0.223,0.0363,0.0999,231733,0.8041333365627511,99.83731387751426,False
Crazy,['Robert Scott'],2012-01-26,0.652,0.493,0.56,0.1889999999999999,0.0337,0.0967,221253,0.8041158150946687,99.8371753033043,True
Man Inside,['Cas Haley'],2015-11-06,0.887,0.54,0.922,0.00134,0.0621,0.0696,235445,0.8041019216273388,99.83703672909435,False
Here I Come,['Angelic Upstarts'],1985-01-01,0.491,0.488,0.55,0.000833,0.0266,0.0995,223800,0.8040948327257739,99.8368981548844,False
Laurie Ann,['Dave & Deke Combo'],2005-01-01,0.507,0.68,0.96,0.64,0.0342,0.0962,89507,0.8040748165915288,99.83675958067444,False
Backbones (Dead Dead Sounds),['Cake Bake Betty'],,0.852,0.809,0.966,0.0426,0.08,0.0679,133787,0.804071773312707,99.83662100646448,False
Nunca se sabe,['Os Resentidos'],,0.691,0.545,0.634,0.000202,0.162,0.0806,217933,0.8040457718321292,99.83648243225454,False
You Got Me,['Barahater'],2017-04-07,0.5379999999999999,0.818,0.7979999999999999,0.0982,0.0535,0.0943,161798,0.8040450482952625,99.83634385804457,False
Amnesia,['Ni Voz Ni Voto'],2012-10-14,0.72,0.73,0.775,0.0018899999999999,0.0427,0.0868,212973,0.8040422159093591,99.83620528383462,False
Takin It,['Blueprint'],2012-10-16,0.606,0.6579999999999999,0.45,0.00131,0.0837,0.0974,206213,0.8040349442730522,99.83606670962467,False
"Violin Sonata in D Major, HWV 371: IV. Allegro","['George Frideric Handel', 'Isaac Stern']",,0.6,0.366,0.8109999999999999,0.987,0.0394,0.0998,116293,0.8040296570747294,99.83592813541472,False
Latin Funk,['Trouble Funk'],2001-01-01,0.713,0.85,0.857,0.0601,0.106,0.0949,300511,0.8040118199653524,99.83578956120476,False
Chimpan-a And Chimpan-z,['Ruditoonz'],2005-11-30,0.7609999999999999,0.222,0.915,0.166,0.0433,0.0652,167747,0.8039954243008253,99.8356509869948,False
Don't Look Now,['Lunic'],2008-06-08,0.5660000000000001,0.657,0.52,0.0214,0.0319,0.0994,194639,0.8039722712781234,99.83551241278485,False
Cseye,['Thinxx'],2014-03-25,0.835,0.39,0.593,0.168,0.2239999999999999,0.0669,169166,0.8039647714074099,99.83537383857491,False
Got to Move (Live) [Remastered],['Fleetwood Mac'],2019-11-15,0.722,0.351,0.621,0.85,0.0708,0.0995,172114,0.8039535283076372,99.83523526436495,False
"Oboe Concerto in B-Flat Major, Op. 7, No. 3: I. Allegro","['Tomaso Albinoni', 'Anthony Robson', 'Collegium Musicum 90', 'Simon Standage']",,0.67,0.304,0.923,0.851,0.0379,0.0925,170600,0.8039414883546271,99.835096690155,False
Les Paul Custom '86,['Boris'],2011-05-24,0.579,0.953,0.5870000000000001,0.00151,0.316,0.0818,129373,0.8039316072936296,99.83495811594504,False
Dr Jenkins(feat. Crysto Klear & Shaunda,['Daforce'],2010-06-11,0.5920000000000001,0.7020000000000001,0.944,0.152,0.0814,0.0908,235508,0.8038511923391276,99.83481954173509,False
Kneedeep,['No Sunshine'],2020-07-09,0.569,0.6579999999999999,0.727,0.000774,0.0293,0.0946,220019,0.803831337989593,99.83468096752513,False
Sex and Drugs,['Juliana Hatfield'],2011-08-30,0.695,0.41,0.746,0.00307,0.0357,0.0781,198427,0.8038202955387733,99.83454239331519,False
Time Travel,['The Rorschach Garden'],2017-02-09,0.604,0.8959999999999999,0.915,0.0021,0.0298,0.0988,267130,0.8037996044960332,99.83440381910522,False
Storm-shine Mix,['Alpha and Horace Andy'],2009-01-08,0.648,0.6579999999999999,0.72,0.0435,0.098,0.0972,308080,0.803771421396269,99.83426524489528,False
Shake It (Skit),"['Missippi', 'E-40']",2017-03-10,0.83,0.449,0.926,0.0887,0.932,0.000181,29027,0.803769133058731,99.83412667068532,False
Bush,"['Sauzy', 'J Tug']",2019-12-13,0.97,0.4320000000000001,0.417,0.0604,0.322,0.048,64000,0.8037526340252092,99.83398809647537,False
Irma Vep - Ana Sia Remix,"['ill.gates', 'Meesha', 'Masia One']",2010-05-25,0.72,0.569,0.552,0.00469,0.0814,0.0917,261240,0.8037498290346082,99.83384952226541,False
Believe,['Chomsky'],2001-06-19,0.5479999999999999,0.7509999999999999,0.961,0.000587,0.0386,0.0917,234893,0.8037251040595952,99.83371094805545,False
Morgen Kommt Der Weihnachtsmann,"['Al Meixner', 'Alex Meixner']",,0.8490000000000001,0.524,0.971,0.155,0.0409,0.0628,114893,0.8037250651579089,99.8335723738455,False
Vallejo,"['Kip Hanrahan', 'Rubén Blades']",,0.52,0.0901,0.19,0.0828,0.414,0.0573,24067,0.8037198656436113,99.83343379963556,False
Remember When?,['Ladybug Mecca'],2005-06-20,0.534,0.667,0.583,0.2019999999999999,0.2319999999999999,0.0978,245680,0.803717910333325,99.8332952254256,False
This Is the House - 2018 Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1983-01-04,0.7490000000000001,0.7559999999999999,0.964,0.0255,0.0405,0.0897,301813,0.8037075266261715,99.83315665121563,False
The Power,['SNAP!'],2000-08-01,0.733,0.884,0.7759999999999999,0.0719,0.0448,0.0934,220773,0.8036968941659901,99.83301807700569,False
Bad Bad Pain,['North Mississippi Allstars'],2003-09-09,0.63,0.833,0.723,0.0976,0.0474,0.0932,163160,0.8036776905253477,99.83287950279573,False
Talkin',['Fisher'],2013-04-09,0.574,0.624,0.8959999999999999,0.485,0.063,0.0982,200992,0.8036590291594675,99.83274092858578,False
My Love for You Is Like a Puppy Underfoot,['Advance Base'],2015-08-21,0.653,0.3339999999999999,0.61,0.0708,0.0361,0.0812,169808,0.8036450127902769,99.83260235437584,False
Make It Back,['Undertipper'],2015-11-01,0.482,0.895,0.6809999999999999,0.00458,0.0638,0.0958,125231,0.8035881604958672,99.83246378016587,False
Show Me,['Jeremy Abbott'],2019-08-16,0.862,0.476,0.633,0.159,0.0489,0.0835,236405,0.8035671637736831,99.83232520595593,False
Drums Of Steel,['Machinedrum'],,0.868,0.563,0.733,0.987,0.934,0.0371,55507,0.8035138608910193,99.83218663174597,False
Funk Is Back,['Romarzs'],2017-11-20,0.693,0.613,0.931,0.00811,0.0323,0.0803,215870,0.8035126124412244,99.83204805753601,False
Damnnn,['Stoutty'],2020-09-28,0.617,0.8540000000000001,0.355,0.00217,0.4,0.0827,161490,0.8035096408362967,99.83190948332606,False
Meet the Great Life,['Ciao Bella'],,0.425,0.541,0.6579999999999999,0.0749,0.047,0.0913,123173,0.8034943857369287,99.8317709091161,False
"La Pareja Ideal, Bachata",['Bachata Salvaje'],2008-12-01,0.833,0.508,0.969,0.00356,0.129,0.0657,237427,0.8034759525506293,99.83163233490615,False
Album Ride Track (Instrumental),['Tai Upgrade Rotan'],2011-03-19,0.78,0.8640000000000001,0.884,0.0509,0.0504,0.0863,223373,0.8034637867378239,99.8314937606962,False
What's the Name of Your Love,['The Emotions'],2018-06-29,0.74,0.877,0.963,0.0088,0.036,0.0858,225707,0.8033927322541594,99.83135518648625,False
Music Intro,['David Chesky'],1997-03-11,0.7040000000000001,0.111,0.964,0.317,0.941,0.0,22733,0.8033520654926537,99.83121661227628,False
Sergei Stomp,['Gaucho'],2010-10-19,0.688,0.782,0.84,0.178,0.163,0.0813,170040,0.8033406945243131,99.83107803806634,False
Why Don't You Do Right,['Peggy Lee'],,0.6920000000000001,0.0809,0.376,0.34,0.0541,0.0906,215040,0.8033006764224054,99.83093946385638,False
Npn,['Kaoru Akizuki'],2019-03-20,0.728,0.672,0.965,0.218,0.0354,0.0901,264047,0.8032668726481373,99.83080088964643,False
Kill or Be Killed,['Silky Slim'],2008-11-04,0.8220000000000001,0.4589999999999999,0.5660000000000001,0.0574,0.347,0.0702,274067,0.8031800617302113,99.83066231543647,False
I Know,['Casa del Mirto'],2011-01-15,0.721,0.782,0.659,0.00778,0.0282,0.089,175872,0.8031743700818614,99.83052374122651,False
Rebel (feat.Nadia Ali),"['iio', 'Nadia Ali']",2006-06-27,0.8009999999999999,0.5379999999999999,0.785,0.00417,0.05,0.0863,314533,0.8031070049063893,99.83038516701657,False
Rise,['Beach Fossils'],2017-06-02,0.619,0.366,0.5870000000000001,0.657,0.0388,0.0945,101119,0.8030430160656868,99.83024659280662,False
Narrative Dance: Teetoo in the Toy Store,['Terry Grosvenor'],2015-01-31,0.59,0.0972,0.42,0.898,0.0925,0.0992,121890,0.8030377457854816,99.83010801859666,False
Gravity Boots,['United States Three'],,0.583,0.7340000000000001,0.911,0.000629,0.034,0.0885,208733,0.8030231779546463,99.8299694443867,False
Back To Virginia,['Gold Heart'],2008-01-01,0.624,0.833,0.807,0.294,0.0292,0.0991,180880,0.8029998243662405,99.82983087017675,False
Un Cuernito,"['GDA', 'MB1 & Dany']",2019-11-11,0.789,0.871,0.565,0.135,0.11,0.0915,186176,0.8029982076819904,99.8296922959668,False
Town to Town,['Faux Ferocious'],2016-11-04,0.736,0.8059999999999999,0.6459999999999999,0.143,0.0302,0.0907,150760,0.8029422416266755,99.82955372175685,False
Steady,['Boulevards'],2017-12-08,0.762,0.718,0.7020000000000001,0.0176,0.0527,0.0869,219899,0.802883508365678,99.82941514754688,False
Aloha,"['Vantage', 'Phaun']",2017-11-10,0.695,0.7170000000000001,0.488,0.0436,0.108,0.0965,240000,0.8028796904150362,99.82927657333693,False
Alone Again,['The Kingmixers'],2012-07-04,0.84,0.52,0.92,0.12,0.0371,0.0796,274520,0.802868606157918,99.82913799912698,False
Un-Break My Heart - Soul-Hex Anthem Radio Edit,"['Toni Braxton', 'Soul Solution (Bobby Guy & Ernie Lake)', 'Hex Hector']",2003-11-03,0.747,0.8909999999999999,0.616,0.0529,0.0378,0.0971,215573,0.8028531548223328,99.82899942491703,False
Peephole,['Esseks'],2018-11-30,0.816,0.605,0.581,0.0312,0.131,0.0744,157372,0.8028400904514895,99.82886085070707,False
The Riven Formula,['Danny Grooves'],2018-11-27,0.7979999999999999,0.451,0.185,0.00148,0.0522,0.0883,168844,0.8028048383034704,99.82872227649712,False
Artemis,['Dalis Car'],1984-01-02,0.758,0.304,0.927,0.0127,0.0319,0.0741,277867,0.8027962267389828,99.82858370228716,False
Under Your Spell (Tieks Remix) [feat. Chaka Khan],"['Stephen Emmer', 'Chaka Khan']",2018-01-26,0.7659999999999999,0.456,0.294,0.00132,0.0462,0.0987,287804,0.802785666941203,99.82844512807722,False
The Lady in Black,['Amanda Lear'],2006-09-01,0.715,0.7040000000000001,0.787,0.068,0.037,0.0883,220120,0.8027855713214646,99.82830655386726,False
Tongues,['no puls'],2018-03-09,0.606,0.6459999999999999,0.336,0.0156,0.466,0.0719,143309,0.8027498012373772,99.8281679796573,False
Silence Or Tears,['The Country Gentlemen'],,0.351,0.597,0.878,0.225,0.0319,0.098,160080,0.8027300001630836,99.82802940544735,False
Shake It Off,['Gary Valenciano'],2010-09-29,0.8390000000000001,0.6609999999999999,0.637,0.00684,0.0578,0.0843,232907,0.8027156857764034,99.8278908312374,False
Gypsy Eyes,['Sara K.'],1999-06-22,0.654,0.121,0.496,0.379,0.0317,0.0874,170360,0.8026984423678656,99.82775225702744,False
I'll Rather Lounge,['Dush Tray'],,0.813,0.5870000000000001,0.2,0.000174,0.1989999999999999,0.0825,168360,0.8026777320929279,99.8276136828175,False
Gonna Be Lovely (70s Mix) [feat. Priscilla Angelique],"['The Urbanists', 'Priscilla Angelique']",2011-03-12,0.713,0.899,0.799,0.000265,0.053,0.0906,216889,0.8026770188644189,99.82747510860753,False
Big Top,['Orkestra del Sol'],2008-05-07,0.601,0.598,0.926,0.3339999999999999,0.0709,0.0892,194953,0.8026628290943425,99.82733653439759,False
Donde El Mar Abraza La Tierra (Playa Mitjorn Mix),['Razoof'],2009-11-30,0.705,0.608,0.775,0.0161,0.0276,0.0893,260853,0.8026554024448924,99.82719796018763,False
I Like It Like That,['Teresa James & the Rhythm Tramps'],2016-10-14,0.5539999999999999,0.747,0.903,0.0102,0.0322,0.0882,183587,0.8026410577089768,99.82705938597768,False
